Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
CCDC125,-1.8972,-1.3099,-1.35133,-0.659088,-0.358592,0.0310592,-0.12231,0.379692,0.212425,0.392412,0.914992,0.638333,1.72767,1.30276,0.0990636
CCDC142,-1.97618,-0.70534,-1.24829,-0.386794,-0.117868,-0.0154106,-1.69032,0.808925,0.351924,0.900454,0.840889,0.61999,0.866485,1.03831,0.713219
CCDC88B,-2.06958,-0.869666,-1.45043,0.133634,-0.540406,0.307577,-1.06896,0.352228,0.418145,0.429315,0.707394,0.963941,0.778904,1.6504,0.257502
CCNY,-2.16719,-1.16913,-0.681014,-0.672279,-0.698515,-0.42948,0.203337,0.504364,0.0937631,0.450067,1.1652,1.18998,1.22602,1.22707,-0.242189
CD9,-1.73077,-1.48242,-1.17034,-0.663755,-0.922855,0.420435,0.193978,0.326655,0.145948,1.11424,1.39139,-0.215076,1.23093,0.942119,0.419511
CDC42-IT1,-2.87213,-0.410988,-1.09084,-0.685457,0.0412407,0.503419,-0.0520816,0.231884,0.103643,1.0124,0.516487,0.748866,1.00247,0.856391,0.0946943
CDK19,-2.0838,-1.54627,-1.13919,-0.592911,-0.456871,-0.304935,0.550871,0.485487,0.477441,0.954781,1.14992,0.740108,0.924657,0.948867,-0.108165
CEBPE,-0.438338,-1.79966,-0.647748,-0.163176,-0.894725,-0.393433,-0.991342,0.0227699,0.395767,-0.157731,0.683289,1.45521,1.08113,2.05135,-0.203372
CEP85L,-2.27928,0.21832,-1.55889,-0.419114,-0.895525,-0.598487,-0.316105,0.902049,0.34246,0.706756,1.10622,0.61131,1.13323,0.398818,0.648234
CERK,-2.21223,-0.94811,-0.733069,-1.0314,-0.810163,-0.264149,-0.14953,0.239351,0.337281,0.641698,0.732323,1.02666,0.647172,1.06236,1.4618
CHAF1B,-2.02023,-0.653264,-1.14255,-0.98232,0.0826784,0.86079,-0.100388,0.600036,0.887703,0.578019,1.10658,0.873387,0.343097,0.962743,-1.39627
CHERP,-2.8393,-0.739942,-0.268113,-0.0641109,-0.468717,-0.837915,-0.351716,0.613956,0.808766,0.98947,0.82399,0.85246,0.743257,0.489181,0.248739
CHKA,-1.80161,-0.633919,-0.824497,-1.31268,-0.148657,0.0329105,-0.568729,0.53959,0.604507,1.08066,1.07142,0.324723,1.15388,1.48161,-0.999206
CHMP1B,-1.73722,-1.5196,-1.30244,-0.583983,-0.592936,0.0537704,-0.0102017,0.25043,0.383225,0.816753,1.39482,0.513862,1.26042,1.25428,-0.181189
CHP1,-1.59723,-1.51676,-0.709626,-0.858428,0.545353,-0.908496,-0.381815,0.215105,0.795804,0.94971,0.48029,0.735642,1.83773,0.848027,-0.435311
CHST11,-2.67488,-0.768852,-1.0182,-0.523559,-0.458086,0.0317628,0.219714,0.438558,0.208692,0.644417,1.00169,0.590767,0.772513,1.44034,0.0951178
CHST7,-2.38213,-1.14943,-0.169008,-0.186623,-0.566645,-0.398581,-0.56764,0.293894,0.574527,0.431278,1.05848,1.56287,1.39375,0.164902,-0.0596424
CIC,-2.5822,-1.08855,-0.238593,-0.432427,-0.504355,-0.283726,-0.0346722,0.244319,-0.347754,0.593935,0.410211,1.08078,0.765702,1.51654,0.900791
COQ2,-1.73387,-0.916343,-1.43287,-0.714132,0.394628,0.684359,0.198033,0.0844946,0.0842816,0.274024,1.46592,0.430285,1.64087,0.69376,-1.15345
CORO7,-1.64066,-1.04568,-0.747585,-0.470196,-0.989159,-0.705493,-0.509685,-0.27488,0.191173,0.956888,0.712647,0.637618,1.35061,1.86761,0.666794
COTL1,-2.60835,-1.12462,-0.325039,-0.718921,-0.41819,-0.206809,0.14043,0.372203,0.276717,0.734204,0.975778,0.526041,1.3252,1.15017,-0.0988117
COX10-AS1,-0.848562,-0.711212,-1.17576,-1.057,-0.775788,-0.164909,-1.22991,-0.162095,0.622213,0.514421,1.09929,1.2683,1.97056,0.846279,-0.195832
CPPED1,-2.26992,-1.38121,-1.12417,-0.675463,-0.452482,-0.0874834,0.277987,0.196874,0.241926,0.620817,0.769186,0.765103,0.907794,1.07488,1.13616
CPQ,-2.64251,-0.778226,-1.35767,-0.570408,0.121246,0.721665,0.55419,0.514838,0.380446,0.867323,0.717366,0.25859,1.03137,0.627765,-0.445991
CPSF7,-2.42269,-1.08006,-1.01343,-0.59014,-0.453662,-0.227594,-0.0961147,0.685657,0.243396,0.596642,0.75911,0.468727,1.34384,1.239,0.547318
CREBBP,-2.81456,-0.920061,-0.894057,-0.406393,-0.351827,-0.12435,0.319885,0.495298,0.398014,0.900678,0.738739,0.833536,0.670185,1.05397,0.100941
CRIPAK,-2.45953,-0.642418,-0.707382,-0.857801,-0.299188,0.282424,-0.287357,0.225217,0.38981,0.559206,0.761072,1.02798,0.970281,1.61855,-0.58087
CRTC2,-2.44132,-0.813243,-0.64962,-0.829747,-0.658507,-0.46051,0.128563,0.232459,0.040404,1.16619,1.07192,0.516784,0.55956,0.770652,1.36643
CSF1R,-1.47793,-0.648168,-0.484964,-1.33522,-1.15525,-1.06483,-0.149603,-0.0132792,0.480597,0.467761,0.991248,0.998937,1.24436,1.62295,0.523404
CSNK1D,-2.5629,-1.09235,-0.816963,-0.23641,-0.139875,-0.103276,0.61291,-0.0514129,-0.0170064,0.711926,0.668341,0.977974,0.72685,1.60814,-0.285952
CTBP2,-2.45257,-1.07015,-0.786868,-0.527327,-0.283285,0.452582,0.454569,-0.0232206,-0.0818431,0.957625,0.945655,0.22816,1.83287,0.458074,-0.104274
CTDSP2,-2.45576,-0.971867,-0.85259,-0.764562,-0.612491,-0.0914983,0.0696831,0.0906196,0.152063,0.579766,0.99274,0.817155,1.14752,1.25275,0.646472
CTSG,-1.51277,-1.44454,-0.992392,-0.696636,-0.805354,-0.919802,-0.153647,0.0942319,0.802602,0.769256,0.794467,1.54577,1.08975,0.999488,0.42958
CUL3,-2.52243,-0.991686,-1.04626,-0.406858,-0.27926,-0.256808,-0.0947038,0.461815,0.40758,0.812197,0.953751,0.695076,1.2254,1.13928,-0.0970996
CXCL16,-2.20748,-1.2058,-1.22194,-0.70928,-0.0983682,0.162286,0.307251,-0.0365232,0.389762,0.753891,0.806672,0.897093,1.26025,1.27998,-0.377797
CYB5R3,-1.31705,-2.13709,-0.915158,-0.533893,-0.28646,0.286063,0.0897959,-0.108548,0.289428,1.45386,1.12562,0.952926,0.97074,0.79584,-0.666071
CYBRD1,-1.65349,-1.54927,-1.09292,-0.969008,-0.6052,-0.356835,-0.0866782,0.0117082,0.345002,0.743798,0.857316,1.06813,1.17023,1.24852,0.868698
CYTB,-2.39947,-0.85328,-0.702579,-0.73937,-0.636731,-0.678262,-0.0801647,0.343729,0.458249,0.576028,0.714833,0.896708,0.819599,0.719241,1.56147
CYTH2,-1.55076,-1.93925,-1.0124,-0.504395,0.157245,-0.0600441,0.741025,-0.154131,0.696458,1.11087,0.833298,-0.430779,-0.246254,0.673847,1.68527
CYTH4,-3.04937,-0.672766,-0.723836,-0.0928948,0.496794,0.475827,-0.181417,0.00801405,0.033281,0.500595,0.539075,0.527442,0.957228,1.21333,-0.0312994
CYYR1,-0.37889,-2.35903,-1.15035,-1.1502,0.341374,0.168531,0.0529116,-0.480494,-0.0803562,0.763838,0.467915,1.67266,0.995214,0.460758,0.676122
DAPK1,-2.44662,-1.04623,-1.07652,-0.808347,-0.550653,-0.150661,0.281081,0.370056,0.419248,0.717693,0.89042,0.715142,0.832486,0.643206,1.2097
DAPK2,-2.51082,-1.19816,-1.07062,-0.826083,-0.161727,0.106013,0.214038,0.721845,0.524319,0.733017,0.882542,0.250869,1.11463,0.915436,0.304694
DAZAP2,-1.28581,-1.35125,-1.11098,-0.638249,-0.842365,-1.1779,0.254669,0.755762,-0.192039,0.785723,1.11571,0.789682,1.38655,1.28446,0.226028
DCAF13P3,-1.87641,-1.58348,-0.989529,-1.05008,-0.0572478,0.354235,-0.162173,0.0910381,0.794793,0.405393,1.42302,0.678173,1.19411,0.987772,-0.209611
DCUN1D2,-1.77786,-0.321412,-1.668,-1.25733,0.137072,-0.112285,-0.405556,0.388768,0.0656814,0.485191,1.19487,0.732136,0.651659,1.84274,0.0443126
DEF8,-2.1281,-1.26809,-1.01481,-0.463857,-0.262688,0.450268,-0.0711746,0.388065,0.22372,1.01303,1.041,0.148716,1.21542,1.42868,-0.700195
DEFT1P,-0.361259,-1.94609,-1.14415,-0.661097,-0.643972,-0.479883,-0.696608,0.154986,0.829802,0.93324,1.36537,1.05475,1.11193,1.04542,-0.562438
DENND4B,-2.29238,-0.74368,-1.14952,-0.363734,-0.326975,-0.158667,-0.349243,0.0695036,-0.527258,0.590318,0.927181,0.900147,1.38197,1.32736,0.714972
DGAT1,-1.65355,-0.380492,-0.497209,-1.30774,-0.410348,-0.332864,-0.127067,-0.129781,0.138278,0.597275,0.997951,0.667478,1.29267,2.10684,-0.961434
DGCR11,-2.08097,-1.24219,-1.57652,-0.594034,0.0199209,0.710353,-0.291439,0.406144,0.058007,1.03165,0.985922,0.827261,0.705186,1.14102,-0.100304
DIDO1,-2.60154,-0.677572,-0.865804,-0.434905,-0.734599,-0.324632,-0.117242,0.48979,0.0932388,0.639537,0.947631,1.24199,0.389933,1.06594,0.888235
DIRC2,-2.65968,-0.829085,-0.845532,-0.625911,0.157803,0.557604,0.986221,0.396328,0.4863,0.716188,0.453722,0.409207,1.05254,0.709783,-0.965486
DNAH1,-2.80307,-0.46067,-0.578776,-0.364651,-0.420473,-0.493165,-0.224921,0.241247,0.0225954,0.583505,1.3845,0.805826,0.769209,1.12364,0.415203
DNAJB12,-2.8878,-0.931253,-0.237755,-0.445381,-0.438661,-0.262972,0.425278,0.659823,0.0232359,0.592239,0.877248,0.405292,1.00428,1.16818,0.048246
DNHD1,-1.85076,-0.665929,-1.152,-0.491007,-0.850852,-0.75129,-0.619049,0.778532,0.472846,0.210309,1.09913,0.731115,0.425762,1.85471,0.808492
DNMBP,-1.06242,0.204463,-1.20409,-1.2872,-1.14955,-0.979135,-0.561984,0.178911,0.53742,1.70272,0.66568,1.02952,1.40065,0.65237,-0.127365
DNMT3A,-2.60894,-0.467588,-1.05973,-0.220648,-0.428404,0.822447,0.0975336,0.0578883,0.183828,0.362499,0.796772,0.510972,0.907272,1.64082,-0.594733
DOCK2,-2.77375,-0.943095,-0.690943,-0.827258,0.00537334,0.298912,0.487092,0.409998,0.376939,0.675032,1.21178,1.12006,0.406116,0.47191,-0.228155
DOCK5,-2.27365,-1.18489,-1.43494,-0.784692,-0.223749,0.204652,0.206439,0.179355,0.304503,0.614173,0.93763,0.723468,1.05331,1.1511,0.527299
DOPEY2,-2.2998,-0.460449,-0.754207,-0.90449,-0.0970645,-0.224192,0.188483,0.753627,0.46936,0.749334,1.41932,1.26795,0.205203,0.831821,-1.1449
DPEP2,-2.40889,-0.800306,-0.769891,-0.813034,-0.681031,-0.0752676,-0.00958386,0.516788,0.250581,0.782415,1.36712,0.869899,0.811799,1.23681,-0.277398
DPEP3,-2.32077,-0.904672,-1.71791,-0.039887,-0.539222,0.385756,0.216672,0.650615,0.381364,0.495434,1.12424,0.848214,0.89565,0.818559,-0.294036
DYNC1H1,-2.10219,-1.20332,-0.390359,-0.541262,-0.812471,-0.874137,0.229507,0.108734,0.411606,1.00086,0.972738,1.4818,0.0858614,0.294059,1.33858
ECHDC1,-1.87842,-1.03603,-1.20362,-0.0861015,-0.514994,-0.176751,-0.170294,0.0309955,0.590647,0.884832,0.980735,0.429944,1.22917,1.76439,-0.844507
EEF1A1,-0.941712,-1.55461,-0.614813,-0.342869,-0.89915,-1.49537,0.0286779,0.321776,0.814769,1.1599,1.61664,0.615016,1.08932,0.750746,-0.548323
EEF1B2,-1.3156,-1.06816,-0.87444,-0.0256934,-0.557454,-0.901297,-0.442032,0.935111,0.627508,0.829982,1.05238,0.110798,1.50339,1.42282,-1.2973
EEPD1,-2.36817,-0.550129,-1.29219,-0.820515,-0.526796,0.329963,-0.0436429,0.914644,0.196277,1.00319,1.20956,0.203368,0.878869,1.07503,-0.209456
EHBP1L1,-2.56396,-0.77682,-1.1845,-0.494711,0.449923,0.223429,0.0648411,0.0614556,0.077543,0.481846,0.717933,0.779712,1.09119,1.48146,-0.409357
EHMT1-IT1,-1.49906,-0.697903,-0.987992,-0.664634,-0.615815,0.052404,-1.07644,0.279943,-0.112123,-0.311218,1.63135,0.913489,1.91338,0.956621,0.217999
EID3,-2.09995,-1.08002,-1.47717,-0.907042,-0.0804036,0.0358607,-0.297634,0.0104768,0.473772,1.02451,0.894858,0.947879,1.11196,0.910952,0.53194
EMG1,-2.50241,0.165661,-0.720891,-0.113644,-0.0165274,-0.713487,-1.09444,-0.136529,0.644625,0.503491,1.04562,0.654688,0.554902,1.71847,0.0104589
EML3,-2.2621,-0.773315,-0.499571,-0.215361,-0.889039,-0.583016,-0.399724,0.244803,0.433656,1.17397,1.75213,1.09874,0.710123,0.471398,-0.262696
ENTHD2,-2.35136,-0.562327,-1.27764,0.0627368,-0.70779,-0.0679618,-0.000965893,0.65946,0.230013,0.654395,1.10755,0.773532,1.1745,1.11358,-0.807728
EP400,-2.24621,-0.864594,-0.245386,-0.62563,-0.910219,-0.838853,-0.487878,0.333158,0.0165084,0.820341,0.933454,1.17032,0.893511,0.85645,1.19503
EP400NL,-2.71256,-0.0301921,-0.500003,0.148658,-0.693856,0.0499788,-0.884227,-0.232643,0.237124,0.098284,0.442873,0.390553,1.47676,1.02311,1.18615
EPS15L1,-2.81085,-0.0972418,-1.11857,-0.426803,-0.250558,0.240539,0.60983,0.576861,0.308845,1.02235,0.875242,0.336211,0.35222,1.08939,-0.707458
ERF,-3.00758,-0.812286,0.0807531,0.188872,-0.691645,0.27428,0.237588,-0.0540252,0.12647,0.546759,0.745124,0.539449,1.53226,0.35591,-0.0619265
ERI3-IT1,-1.03459,-0.783901,-0.904726,-0.879048,-0.672378,-0.777831,0.162271,-0.674174,0.439362,0.0103327,0.984907,0.529445,1.5646,2.28718,-0.25145
ERN1,-2.82301,-0.0448223,-0.599067,-0.542465,-0.649825,-0.295492,0.0824194,-0.0292738,0.489305,1.23252,1.25935,0.89355,0.0894659,0.834701,0.102645
EXOC3,-2.72292,-0.573458,-1.06128,-1.04638,0.222315,0.540693,-0.0396795,0.173815,0.284525,0.570535,0.382375,1.1975,1.00093,0.759067,0.311969
EXTL3,-2.40999,-0.982919,-0.972199,-1.06713,-0.252477,0.128011,-0.225303,0.714304,0.239719,0.49144,1.26248,0.663293,1.18325,0.528732,0.698782
F13A1,-1.77904,-1.19473,-1.20237,-0.87228,-0.590026,0.231128,0.310098,-0.0749103,0.321228,1.36851,1.40057,1.15004,0.813555,0.67907,-0.560835
FAM101B,-2.48256,-1.396,-0.65664,-0.606963,-0.525898,-0.383232,0.250992,0.347981,0.392811,0.735401,0.827548,0.784638,1.05426,0.828846,0.828812
FAM107B,-2.29835,-0.712338,-1.08537,-0.62635,-0.69503,-0.398923,-0.102399,0.418822,0.455869,0.749223,1.24543,1.50947,0.345097,0.161494,1.03335
FAM133DP,-1.16262,-1.51003,-1.41964,-1.14073,-0.000455367,-0.154226,-0.809228,0.653919,0.150846,0.953158,1.22665,1.33561,1.2163,0.448537,0.211916
FAM168B,-2.61541,-0.875034,-0.192955,-0.663517,-0.771417,-0.805396,0.0401246,0.709466,0.884428,0.81835,0.68698,0.859217,0.29215,0.608044,1.02497
FAM174A,-2.4129,-1.16574,-1.30193,-0.259251,-0.337945,0.235532,-0.080646,0.288495,0.716923,1.08454,1.05765,0.665387,1.05896,0.627141,-0.176204
FAM193A,-2.33705,-0.347528,-1.10472,-1.16036,-0.557228,0.279223,-0.0155692,0.188366,0.148112,0.559182,1.24701,1.35692,0.359824,0.140283,1.24353
FAM214B,-2.21372,-1.17455,-1.27178,-0.128702,0.0827073,0.239683,0.0567775,-0.133493,-0.597158,0.356733,0.737762,0.630215,1.81489,0.814567,0.786068
FAM216A,-2.37055,0.227374,-1.11714,-0.818892,-0.986339,0.102423,-0.712444,0.948421,0.478523,0.768737,1.28103,0.180539,0.768503,0.346884,0.902929
FAM65A,-3.28431,-0.688379,0.158796,-0.137126,-0.430644,0.263977,0.0532432,0.47276,0.406768,0.625017,0.66261,0.480738,0.406699,0.900132,0.109717
FBN1,-0.628906,-2.13597,-1.47399,-0.949232,-0.310715,0.111856,-0.427179,0.369145,0.242178,0.678596,1.02777,1.52779,0.206502,1.01478,0.747372
FBXL20,-2.54635,-1.06481,-0.845432,-0.556316,-0.275111,0.394044,0.262752,0.519554,0.47123,0.801924,1.0217,0.894299,0.766399,0.938218,-0.782099
FCGRT,-2.17688,-1.19047,-1.00791,-0.569513,-0.582405,-0.0279214,-0.163086,0.231685,0.403779,0.548999,0.825376,0.775589,1.34578,1.58908,-0.00210364
FCHO1,-2.58117,-0.834653,-0.822285,-0.727498,-0.387081,-0.327057,0.213796,0.264769,0.253517,0.771497,0.751483,0.57526,1.37006,1.25759,0.221771
FGFR1OP,-1.5795,-1.45459,-1.32709,-1.056,-0.813207,0.199537,-0.130839,0.680252,0.117879,0.564802,0.956964,0.608123,0.87944,0.886449,1.46778
FKSG29,-2.26909,-1.01732,-1.56489,-0.318421,-0.157372,0.0387042,0.0048633,0.0429098,-0.0778669,0.847276,0.910854,0.580435,0.656689,1.49136,0.831869
FLII,-2.7147,-1.02244,-0.492896,-0.875404,-0.396632,-0.327246,0.288151,0.493553,0.653628,1.08372,0.800801,0.782254,0.658738,0.784305,0.284168
FLJ42393,-1.59138,-0.780848,-1.94127,-0.528631,0.186639,0.201093,-0.932993,0.142265,0.484784,-0.070269,1.11374,1.24894,1.10637,1.25201,0.109558
FLNA,-2.20682,-1.39714,-0.798655,-0.491788,-0.915383,-0.376858,0.493558,0.513706,0.631333,1.08052,0.911172,1.0784,0.852709,0.718155,-0.0929037
FNBP1,-2.60141,-0.723057,-0.464745,-0.69043,-0.459954,-0.567288,0.280703,0.565365,0.332685,1.16369,0.800643,1.37674,0.126263,-0.160221,1.02101
FOXJ2,-2.3431,-0.948999,-1.13868,-0.607961,-0.365648,-0.185388,0.140477,0.0509299,-0.372062,0.795592,1.02083,1.09793,1.05075,0.907223,0.898117
FOXN3,-2.00196,-0.969197,-0.543995,-1.15317,-0.872629,-0.6155,0.0581424,0.418496,0.526982,0.913462,1.08677,0.852069,0.787086,-0.056985,1.57043
FOXO3,-1.23723,-0.830908,-2.08466,-1.16368,-0.304327,0.0969454,-0.3604,0.356268,0.0389271,0.554971,0.891217,1.34752,1.22645,1.0642,0.404718
FRY,-2.08392,-1.26028,-1.31748,-0.805144,-0.656065,-0.0438059,0.000908145,0.493202,0.434869,0.832064,0.951007,0.497816,0.957478,0.826197,1.17316
FUS,-2.50307,-0.32089,-0.354931,-0.370761,-0.60269,-1.37086,0.00282582,0.155407,0.144961,0.350761,0.89418,1.30951,0.679466,0.925273,1.06082
G6PD,-2.9429,-1.1393,0.159741,0.0206293,-0.154574,-0.366038,0.620992,0.298707,0.407056,0.298327,0.664451,0.774221,-0.0449072,1.44341,-0.0398148
GABBR1,-2.1324,-0.874932,-0.842499,-1.18708,-0.456643,-0.0301621,0.0509047,-0.224725,0.140493,0.29201,1.43247,0.83954,1.0931,1.4213,0.478616
GAK,-2.80802,-0.743109,-0.12195,-0.259225,-0.865067,-0.306266,-0.31038,0.359129,-0.0534474,0.808831,0.820937,1.031,0.780946,0.934935,0.73169
GALNT10,-2.34543,-0.669337,-0.58679,-0.421348,-0.376665,-0.24147,-0.836336,0.475976,-0.028692,0.783606,0.789976,1.32887,1.16934,1.36559,-0.407288
GFOD2,-1.82428,-1.81145,-0.768783,-0.533589,0.044032,0.262703,-0.89318,0.0264653,0.76956,0.464497,0.795558,1.17341,1.51731,0.722826,0.0549173
GGA1,-3.07786,-0.131439,-0.590706,0.248895,0.579443,0.425208,-0.724578,0.667597,-0.000241067,-0.268825,0.530204,1.15367,0.46833,-0.11327,0.833572
GHITM,-1.71221,-1.24708,-0.596073,-0.12318,-0.156097,-0.918895,-0.298986,0.553433,0.125796,0.509009,1.16028,0.389123,1.95995,1.22657,-0.871648
GHRLOS,-2.24289,-0.868153,-1.48184,-0.736307,-0.254695,0.222313,-0.463453,0.12453,0.290421,0.549483,0.942585,1.0354,1.01493,1.01192,0.855765
GIGYF1,-2.36097,0.563991,-0.651433,-0.4826,-0.894084,-0.580153,-0.589955,0.0394383,0.449129,0.894485,0.785621,0.687052,1.82906,0.645205,-0.334785
GLIPR1,-2.2521,-1.02407,-0.699549,-0.540048,-0.527643,-0.922303,0.278656,0.201628,0.407381,0.579578,1.2787,0.394268,1.44549,1.1984,0.181613
GMIP,-2.68788,-0.975586,-0.759607,-0.0940524,0.0329758,0.440504,0.622571,0.342472,0.500972,0.608465,0.73085,0.676412,0.756252,0.983102,-1.17745
GNL3L,-2.50099,-1.094,-0.360281,-0.661591,-0.360204,0.0999765,-0.337253,0.11406,0.44486,0.569582,0.426544,1.07293,0.94014,1.72308,-0.0768527
GNMT,-2.96563,-0.618931,-0.593523,-0.43899,-0.575726,0.341599,-0.352822,0.534713,0.485815,0.645647,1.12051,0.601977,0.725193,0.662404,0.427763
GOLGA8B,-2.02477,-1.32734,-0.167616,-0.670276,-0.578207,0.242979,-0.862807,-0.332857,0.108719,0.227955,0.781277,1.09754,0.798135,1.69427,1.013
GPR20,-0.903985,-1.33579,-0.606431,-0.743966,-0.0359103,-1.19877,-0.536033,-0.245813,0.371886,0.172772,1.16194,1.78897,1.53726,1.13683,-0.562966
GS1-124K5.11,-1.9522,-0.580077,-1.17629,-0.0990398,-0.236923,0.213944,-1.20926,-0.140387,-0.044583,-0.0474025,0.561007,0.686372,1.83584,1.49377,0.695222
GSK3B,-2.33784,-1.44441,-1.22732,-0.704906,-0.304725,-0.0272927,0.739908,0.527151,0.253642,0.694444,0.800278,0.781713,0.63592,0.702148,0.9113
GTF2IP1,-1.56515,-1.48344,-1.22885,-1.23467,-0.855054,-0.317814,0.364786,0.499181,0.467884,0.880144,1.00518,0.908568,0.775979,0.692649,1.09062
GTF2IP4,-1.55377,-1.45012,-1.22275,-1.26771,-0.872534,-0.330392,0.351881,0.491509,0.464436,0.912475,1.00359,0.946231,0.769508,0.709678,1.04797
GTF2IRD2,-2.00992,-1.20785,-0.450982,-0.179866,-0.187707,0.0627325,-1.39622,0.478522,-0.496096,1.65729,0.656158,0.871674,1.13998,0.555288,0.50698
HCFC1,-2.41329,-0.931921,0.101573,-0.295875,-0.96148,-1.03065,0.317916,0.883213,0.696848,1.20617,0.713824,1.32148,-0.0842026,0.126344,0.350052
HCG11,-1.75961,-1.09965,-0.644671,-0.8257,-1.02352,0.0826271,-1.13965,0.301268,0.648334,1.23532,1.158,0.820056,0.947734,1.12454,0.174918
HCLS1,-2.60921,-0.755674,-1.22054,-0.646726,0.224567,0.440869,0.303802,0.259606,0.257717,0.75369,1.00157,0.629084,0.939213,1.01848,-0.596459
HDAC5,-1.91903,-0.482103,-0.311768,-0.779287,-0.648557,-0.492559,-0.200214,0.164005,-0.287645,1.05626,0.443706,0.954887,1.46772,1.8689,-0.834317
HDAC7,-2.70527,-0.893632,-1.07555,-0.155393,-0.171323,0.810673,0.138088,0.213285,0.0970462,0.813698,0.603187,1.15449,-0.143464,1.24809,0.0660788
HDAC9,-1.79177,-0.161529,-0.613119,-1.11399,-1.08872,-1.14937,-0.227118,-0.0604663,0.96343,0.935326,0.979382,1.00668,1.36579,0.971455,-0.0159927
HDLBP,-2.37344,-1.11817,-0.511932,-0.922765,-0.68099,-0.176959,0.395772,1.21348,1.37055,1.05124,0.65831,0.453852,-0.0571971,0.415201,0.28305
HERC2,-2.03806,-1.26779,-0.295448,-0.752115,-0.624365,-0.279816,-0.356949,0.898871,1.13202,0.989858,1.19659,1.11305,-0.044409,-0.608579,0.937129
HGSNAT,-2.87455,-0.63486,-0.322216,-0.476641,-0.500703,-0.41892,0.141937,0.0381021,0.314201,0.840095,0.714868,1.23567,1.1219,0.652381,0.168734
HIPK3,-2.33491,-1.45277,-1.01543,-0.826697,-0.0801261,-0.0363289,0.335761,0.0181948,0.203973,0.869486,0.745898,0.76166,0.821869,0.911455,1.07796
HK1,-1.79623,-1.29007,-0.309008,-0.511377,-0.185434,-0.0635725,-0.457531,-0.692188,-0.600565,0.421753,0.877444,1.39775,1.51919,1.56168,0.128155
HLA-DOA,-1.49823,-0.566868,0.256453,-0.0966512,-1.38904,-1.25483,-0.634859,-0.175818,0.492672,0.732515,1.01121,0.796273,0.0814172,2.23118,0.0145708
HMHA1,-2.78091,-0.353247,-0.575532,-0.171124,-0.531454,-0.572006,0.297959,0.352104,0.131847,0.491827,0.916505,0.772303,0.979243,1.45955,-0.417061
HMOX2,-1.4568,-0.836317,-0.707366,-0.149542,-1.12317,-0.985791,-0.275858,0.310933,0.102954,-0.0677012,1.61721,1.9717,1.28007,0.304231,0.015447
HNRNPD,-2.31483,-1.02125,-1.03429,-0.831984,-0.0883845,-0.65701,-0.347276,0.63538,0.389874,0.856939,0.964748,0.837331,0.817734,0.698378,1.09464
HNRNPH1,-2.84516,-0.253047,-0.614957,-0.829587,-0.461106,-0.1115,-0.25293,0.224953,0.215925,0.730533,0.928317,0.773902,0.404158,1.19616,0.894342
HNRNPU,-2.5545,-0.602837,-1.32598,-0.904809,-0.212121,-0.0227234,0.35896,0.27608,0.310055,0.765287,1.04789,1.19327,0.325178,0.488847,0.857402
HSPBAP1,-2.69714,-0.878904,-0.962976,-0.725542,-0.165937,0.356186,0.390228,0.221079,0.233421,0.804404,0.882744,0.46019,1.34843,0.793296,-0.0594825
HTR2B,-0.54332,-1.88751,-0.785474,-0.468735,0.365474,-0.328695,0.242778,-0.709178,-0.251179,0.485381,1.6206,0.485491,1.88098,-1.00131,0.894695
HUWE1,-1.81914,-0.935545,-0.428143,-0.628785,-1.00852,-0.767987,-0.225227,0.239161,0.357091,0.7273,1.27967,1.96158,0.0194018,0.055856,1.1733
IBA57-AS1,-0.683841,-1.81739,-1.70406,0.387672,-0.525849,-0.861707,-0.357052,-0.0991705,0.701002,0.207811,1.47085,0.553062,1.34521,1.04425,0.339211
ICAM3,-2.01053,-1.22677,-1.00042,-0.458572,-0.495945,-0.300924,0.262122,0.10637,0.291229,0.598891,0.857015,0.720836,1.05561,1.9692,-0.368106
IDS,-2.17721,-1.35734,-1.02335,-0.676981,-0.481399,-0.156604,0.123039,0.00735449,0.260397,0.8808,0.827513,0.8001,0.744439,0.649419,1.57983
IGANRP,-2.25576,-1.00124,-1.47026,-0.748496,-0.378813,0.291776,0.232396,0.383834,0.310254,0.700045,0.896002,0.971124,1.12803,1.06624,-0.125131
IGF1R,-2.56246,-1.04122,-1.27174,-0.640444,-0.135488,0.0599705,0.383924,0.25634,0.111317,0.635665,0.82889,0.879982,0.770562,1.1155,0.609201
IGF2R,-2.46054,-1.3239,-1.06238,-0.367258,-0.0909511,0.135202,0.743172,0.437724,0.405473,0.776831,0.585578,0.572236,0.979283,1.2116,-0.542072
IKBKB,-2.44019,-0.656111,-0.824405,-0.816627,-0.827882,-0.0905099,-0.116973,0.144803,0.0124323,0.608717,1.25877,0.857942,1.05369,0.755954,1.08039
IL6R,-2.49935,-1.23521,-0.670576,-0.348968,-0.213911,0.213778,0.620806,0.774179,0.382394,0.839408,0.635751,0.393514,0.918327,1.16932,-0.979467
IMPA2,-2.34504,-1.41685,-0.396701,-0.699755,0.245649,0.162275,0.152855,0.184356,0.0840522,0.748398,0.87412,0.487119,1.23688,1.4301,-0.747445
